Up to 20,000 people a day visit the city in July and August .	simple
The site includes entries on various series and tropes .	simple
It is common for modern CPUs to have multiple parallel execution units , which is referred to as superscalar design .	complex
The fossil has most of the face and mandible with teeth and , uniquely , a natural endocast of the braincase .	complex
The orbits of centaurs change from time to time because of interactions with the giant planets .	complex
The restaurant closed down on September 9 , 2000 .	simple
Since the germ theory of disease , cleanliness has come to mean an effort to remove germs and other hazardous materials .	complex
Both of these calculations can be computed efficiently using the square- and - multiply algorithm for modular exponentiation .	complex
The highlighted countries qualified for the final .	simple
A flat piece of heat absorbing glass is often placed between the condensing lens and the slide , to avoid damaging the slide .	simple
Now , laser engraving machines are being made and even today the mechanical cutting has proven its strength in economical terms and quality .	complex
Cloud forests appear only in few areas above 500 metres but they provide habitat to several endemic flora .	simple
Multiplayer can be played with up to four players .	simple
In May 2015 , Brazil officially reported its first 16 cases of Zika fever .	simple
The first allotments in the town were sold in 1840 .	simple
The 1880 census determined the resident population of the United States to be 50,189,209 , an increase of 30.2 percent over the 38,555,983 persons enumerated during the 1870 Census .	complex
During an autopsy , bruises accompanying abrasions indicate the abrasions occurred while the person was alive , as opposed to damage that occurred after death	complex
In 2010 , he came out as homosexual .	simple
Librarians around the world still use the number , especially when identifying books published in the United States .	simple
There were 14 surviving cubs in 2008 and 15 in 2009 .	simple
The bridge 's movements were caused by a'positive feedback ' phenomenon .	complex
While the details of her story are fictional , her existence and martyrdom are considered a historical fact .	complex
Polydnaviruses are a unique group of insect viruses that have a mutualistic relationship with parasitic wasps .	complex
African elephants receive at least some legal protection in every country where they are found , but 70 % of their range exists outside protected areas .	simple
Flare stars are intrinsically faint , but have been found to distances of 1,000 light years from Earth .	complex
Elemental symbols were often used by the early Church .	simple
As a job , medical illustration has a more recent history .	simple
Until recently , electroreception was known only in vertebrates .	complex
The song gained popularity in September 2016 , when a remix was uploaded onto the YouTube channel SiIvaGunner , where many memes and parody videos have been uploaded since .	complex
By far the major industry in recent times is tourism .	simple
Thirty of the soundtrack 's songs feature vocals .	simple
A belt of lowland tropical moist broadleaf forests , runs across most of equatorial Africa .	complex
Oats are best grown in temperate regions .	simple
In reality , a close analysis leaves no doubt that the work was entirely produced in marble .	simple
Meteorologists can use computer algorithms .	complex
In recent times , tropical disturbances that reach tropical storm intensity are named from a predetermined list .	complex
Rounding is often done on purpose to obtain a value that is easier to write and handle than the original .	simple
If we were all alike , life would be boring .	simple
Increasing market share is one of the most important objectives in business .	simple
She died after a short illness on 15 May 2015 , aged 86 .	simple
Chinese records indicate that , in 188 , the comet reached apparent magnitude 0.1 .	simple
Metals typically are strong , dense , and good conductors of both electricity and heat .	complex
The release of pituitary hormones by both the anterior and posterior lobes is under the control of the hypothalamus , albeit in different ways .	complex
During the war , the town was completely destroyed and the land was made uninhabitable to such an extent that a decision was made not to rebuild it .	complex
You must feel very sick .	simple
A true claw is made of hard protein called keratin .	simple
More than 4400 m2 of the museum 's 11200 m2 is dedicated to exhibits .	simple
In economics and accounting , capital accumulation is often equated with investment of profit income or savings , especially in real capital goods .	complex
The song received polarizing reviews from music critics .	simple
Frequency - dependent selection occurs when the fitness of a phenotype depends on its frequency .	complex
The President is limited to a single five -year term .	simple
Pallor is seen most easily on the face and palms .	simple
They planned to go to Canada .	simple
People do not always realize that even during off season athletes are constantly training and practicing .	simple
The number of stillbirths in the United States is about 1 in 115 births , which is about 26,000 a year , or one every 20 minutes .	complex
The band has seen many changes to personnel .	simple
With a population of just 12 inhabitants , July 2018 , it is the smallest municipality in Switzerland .	complex
Crystallinity can be measured using x-ray diffraction , but calorimetric techniques are also commonly used .	complex
On September 1 , a tropical wave moved off the coast of Africa and headed westward .	simple
We were talking about childhood stories and they shared theirs with us .	simple
The species within this family vary in size from 1.5 to .	simple
Most dolmen constructions they were build using stone slabs of big dimensions .	complex
At about 10 : 30 AM the flight paths of the two aircraft intersected over the canyon , and they collided at a closing angle of about 25 degrees .	complex
The convention center has 615700 ft2 of exhibit area .	simple
The seeds are extremely small and very numerous , in some species over a million per capsule .	complex
The yellow flowers of the plant produce hairy seed pods , with each pod containing roughly a half dozen seeds .	complex
It is a story about a world where wizards live .	simple
Atomic physics always considers atoms in isolation .	complex
The movie got mixed reviews by critics .	simple
It is common in folk traditions of choral singing of many people , especially in African musical cultures .	simple
Swift died at home on 1 February 2019 , following a short illness , eight days before his 83rd birthday .	simple
Amid heightened tension between Iran and the United States , the United States blamed Iran for the attacks .	simple
In the 12th century the first stone church was built with the formation of the parish Ljungby socken .	complex
Main industries in the province are mining , agriculture and fishing .	simple
Containerization has its origins in coal mining regions in England from the late 18th century onwards .	simple
The use of complementary colors is an important aspect of aesthetically pleasing art and graphic design .	complex
Presidents are elected for five - year terms , with no opportunity for immediate reelection .	simple
The following is a table grouping the moons of the solar system by diameter .	simple
CIDCO carved out 14 small nodes with a view towards facilitating comprehensive development .	complex
The simplest form of term life insurance is a one-year contract .	simple
Have you just arrived ?	simple
Emily loves contributing in class and that makes her a very engaging student .	simple
She was the woman whose name was forgotten .	simple
On April 20 , 2019 , Picker died in New York City from colon cancer at the age of 87 .	simple
For example , assume an investor had to choose between two stocks .	simple
As a result of the development of agriculture in the south , many important cultural advances were made there .	simple
In cricket , a player 's batting average is the total number of runs they have scored divided by the number of times they have been out .	simple
Sympatric speciation refers to the formation of two or more descendant species from a single ancestral species all occupying the same geographic location .	complex
The most basic form of rounding is to replace an arbitrary number by an integer .	complex
The government 's main concern has been to improve the economy .	simple
In December 1912 , workers at a local quarry uncovered a crack in the rocks .	complex
Although they are the most diverse of the caecilian families , the caeciliids do have a number of features in common that distinguish them from other caecilians .	complex
Although you 've no doubt seen this kind of crime before , it is nevertheless shocking to see the violence .	simple
While the cause of the common cold has been known since only the 1950s , the disease has been with humanity since ancient times .	simple
It was in 1907 that residents of the town decided it was time to incorporate .	simple
Since the 1980s , the political groups of the parliamentary right joined forces around the values of economic liberalism and the building of Europe .	complex
Construction of the bridge started in September 1938 .	simple
The synapsids are traditionally divided into a primitive group and an advanced group , known respectively as pelycosaurs and therapsids .	complex
There are a number of different ways to make rocket candy .	simple
One of the main industries in the town is tourism , most notably scuba diving .	simple
However in April 1940 he suffered a massive stroke .	simple
The temple is famous for the approximately 25,000 black rats that live , and are revered in , the temple .	simple
I started to clean out some closets but got distracted .	simple
The chapel offers regular services .	simple
Pump jets have some advantages over bare propellers for certain applications , usually related to requirements for high-speed or shallow - draft operations .	complex
He died in the early hours of 13 July 2019 after a brief illness .	simple
This is an area where most people drive rather than walk .	simple
She was trying to find out what it was that was making them sick .	simple
Their plumage is mainly light chestnut brown with blackish spots on the upperside and buff with narrow blackish streaks on the underside ; the remiges are also blackish .	complex
It was discovered around 6000 BC that wheat seeds could be crushed between simple millstones to make flour .	simple
The dryer ate my sock .	simple
The species has been introduced to the United States and New Zealand .	simple
As Europeans made inroads into Africa in the early 19th century , guns were developed to handle the very large game encountered .	complex
Helper monkeys are usually raised in a human home as infants .	simple
The type A viruses are the most virulent human pathogens among the three influenza types and cause the most severe disease .	complex
The rare- earth elements are often found together .	simple
Amusement park go-karts can be powered by 4 - stroke engines or electric motors .	simple
Spanish athletes have won a total of 132 medals .	simple
This movie was released in September of 2002 .	simple
Time fuzes detonate after a set period of time .	complex
Black powder rocket propellant is a lot like old fashioned gunpowder .	complex
Geophysics was only recognized as a special area of study in the 19th century .	simple
He died on 9 May 2019 at the age of 93 .	simple
France is a secular country and the constitution guarantees freedom of religion .	complex
Freud does not believe there is any supernatural force that affects the way we think or has pre-programmed us to behave in a certain way .	complex
Later ornithopods became larger , but never reached the huge size of the long-necked , long-tailed sauropods which they largely replaced .	complex
Originally , it was practiced in religion .	simple
The lakes are renowned for their distinctive colors , ranging from azure to green , grey or blue .	simple
Is responsible for emulating realistic laws of physics within the application .	complex
This plant is adaptable and easy to grow .	simple
The main economic activity is commerce with Haiti .	simple
In 1907 , residents of the town decided to incorporate .	simple
The atoms in metals have a strong attractive force between them .	simple
Decapitation can also describe the removal of a head from a body that is already dead .	simple
The new technology enabled rapid identification and deliberate alteration of genes for the purpose of changing the characteristics of an organism .	complex
Early Egyptian medicine was based mostly on a mixture of magic and religious spells .	simple
Some consultants are employed indirectly by the client via a consultancy staffing company , a company that provides consultants on an agency basis .	simple
They controlled the mother thread of life of every mortal from birth to death .	simple
Due to its comparative isolation , the peninsula is one of the remaining strongholds of the Norman language , and the local dialect is known as Cotentinais .	complex
Para-alpine skiing classification is the order system for para-alpine skiing .	complex
The honey badger has a fairly long body , but is thick set and broad across the back .	simple
These beetles are considered rare .	simple
The concert left us elated .	simple
Rainbow lorikeets are monogamous and pair for life , and the two sexes look almost identical .	complex
In most species , the female does most or all of the nest construction , though the male often helps .	simple
Let 's wait over by the badminton court .	simple
Inglese suffered a traumatic brain injury in an apparent fall in a stairwell sustained on July 17 , 2019 .	complex
I wish I could tell them good-bye .	simple
I buy my bread from a local baker .	simple
Therefore , the mean of the grouped data is	simple
The stars in the core of Omega Centauri are so crowded that they are estimated to average only 0.1 light years away from each other .	simple
He did n't know how he should state that .	simple
When once facing with negative reactions to his open racism , he temporarily retreated .	complex
Wass died on 4 January 2017 in London at the age of 93 .	simple
In 1873 mine owners tried to bring in Saturday afternoon and Sunday work .	simple
Its area is 2,812 km2 , of which about three quarters are considered productive .	simple
The wreath is one of the odder parts of the flag , added against the rules of heraldry and breaking up the carpet pattern .	complex
Quiet background music can help you to concentrate .	simple
While admission to some concerts is free , charging for tickets is very common .	simple
Steppenwolf is an immortal with superhuman strength , speed and stamina appropriate to his race .	complex
Inflammation is one of the first responses of the immune system to infection or irritation .	complex
Some research suggests an association between personality and job satisfaction .	simple
As with all other cricket statistics , batting statistics and records are given much attention and provide a measure of a player 's effectiveness .	complex
This can be done reasonably quickly , even for very large numbers , using modular exponentiation .	complex
Plant terpenoids are often used for their scent .	complex
16 - bit applications all run in their own thread within a single preemptively multithreaded 32 - bit NTVDM process .	complex
Many scale species are serious crop pests .	simple
The opera was not a success , and audiences found the story confusing .	simple
Her heart was broken .	simple
India won the war .	simple
Points are awarded to the top 10 classified finishers .	simple
Slavery has existed , in one form or another , throughout the whole of human history .	simple
Production and use of energy resources is important to the economy of the world .	simple
The green tree frog is one of the most popular pet frogs in the world .	simple
Its natural habitats are subtropical or tropical forests .	complex
The parachute drop was a failure .	simple
The municipality had 258 inhabitants in 2003 and an area of 32.73 km2 .	simple
Hawks have four types of color receptors in the eye .	simple
However , the theater was closed on royal order in 1792 and it became a warehouse .	simple
In 741 the church was destroyed in a fire .	simple
If a person still has a pulse , ventricular tachycardia can usually be stopped through cardioversion .	complex
Over 500 atmospheric nuclear weapons tests were conducted at various sites around the world from 1945 to 1980 .	simple
Many things were broken .	simple
New Zealand is a constitutional monarchy with a parliamentary democracy , although its constitution is not codified .	complex
The question is used as a rhetorical device or tool .	simple
It was released as two -part movie on 8 May and 9 May 1980 .	simple
Bioorganic chemistry is that branch of life science that deals with the study of biological processes using chemical methods .	complex
The structure of mauveine was not fully identified until 1994 .	simple
It has direct responsibility for maintaining and running over 200 monuments .	simple
Shanbaug died from pneumonia on 18 May 2015 after being in a persistent vegetative state for nearly 42 years .	complex
The ladder analogy arises because no one technique can measure distances at all ranges encountered in astronomy .	complex
In 1867 , the town had a boom in population when gold and silver were found in the area .	simple
Owing to the Kuril-Kamchatka Trench , deep-focus seismic events and tsunamis are fairly common .	complex
My father was awarded a Bronze Star .	simple
Many objects cannot achieve negative temperatures , because adding energy to them will increase their entropy .	complex
Female pandas may give birth to two young .	simple
It is the most common tick - borne infection in the United States .	simple
With the creation of the Soest district in 1817 , its influence slowly rose .	simple
If you believe that schizophrenia is caused by bad communication between mother and child , then family interaction studies become relevant .	simple
Horse races are taking place on Thursday .	simple
Families that may be carriers of inversions may be offered genetic counseling and genetic testing .	simple
The oldest anchors were just rocks , and many rock anchors have been found from a long time ago .	simple
Eunomia has been observed occulting stars three times .	simple
In 2004 , iPass launched a policy orchestration initiative to integrate patch management , assessment and remediation of remote and mobile computers into its connectivity platform .	complex
Treacher died in April 2018 at the age of 93 .	simple
She put makeup on every day .	simple
Some materials studied using crystallography , proteins for example , do not occur naturally as crystals .	complex
Some clays are thixotropic , and their behavior is of great importance in structural and geotechnical engineering .	complex
Drug trafficking and illegal drug use is a big problem in the nation .	simple
Our grandmother loved feedings us desserts .	simple
During the single- player campaign , the player controls six different characters from a first-person perspective .	simple
After his retirement he wrote other chess books , but he was no longer up to date with new ideas .	simple
Females bear young every two years following a 160 to 180 day gestation .	simple
A geologic section has to fulfill a set of criteria to be adapted as a GSSP by the ICS .	complex
Have you met our brother ?	simple
When in 2001 , the local community published its own findings about the forest 's sustainable management , it became an example of community involvement in a state - run management plan .	simple
Women wear a feminine tartan kilt , a short white blouse with a sleeveless velvet jacket over it , matching tartan hose and ghilies shoes .	complex
Japanese radio intercepts did notice an increase in both American submarine activity and message traffic .	simple
Tanzania is divided into 26 Regions .	simple
The process of cell reproduction has three major parts .	simple
The temperature dropped as low as minus 20 .	simple
Shammi died in her sleep on the March 6 , 2018 , from natural causes at the age of 88 .	simple
Primary injuries are caused by the explosion 's shock waves .	simple
Performance changes were made to speed up tasks across supported iOS devices .	simple
Chemical vapor deposition is a high temperature method that is widely employed for the preparation of coatings and semiconductors from molecular precursors .	complex
Did you forget yours ?	simple
He quit the band in 2008 to put more energy into his career as a pilot .	simple
Starting in 1941 , all entering students had to be high school graduates , allowing the seminary to discontinue all high school classes .	simple
The next few decades were of rapid growth and expansion in the territories controlled by the English .	simple
He moved to Paris in 1802 , where he spent the rest of his life , renting an upper floor of a house in a poor part of town .	simple
The great white shark has no known natural predators other than , on very rare occasions , the killer whale .	simple
I am looking for someone who can drive me to the airport .	simple
In addition to industrial uses , maritime pine is also a popular ornamental tree , often planted in parks and gardens in areas with warm temperate climates .	simple
The highlight of the prison , from the inmates ' point of view , was the garden .	simple
Ben must like his new car a lot .	simple
At the time of foundation in 1878 the order had only one class , that of Companion , with no quota imposed .	complex
Short eruptions can end in less than a day .	simple
The island has a mild climate , but is known for frequent hurricanes .	simple
There is a supermassive black hole at the center of the galaxy .	simple
Many of the Greek city -states also had a god or goddess associated with that city .	simple
Normal wear and tear includes pitting corrosion from cavitation , fatigue cracking , and abrasion from suspended solids in the water .	complex
He planned to kill the president .	simple
If a person still has a pulse , it is usually possible to terminate the episode using electric cardioversion .	complex
Basophils contain large cytoplasmic granules which obscure the cell nucleus under the microscope when stained .	complex
They 've lived there all their lives .	simple
Six subclasses are generally recognized , although many works have included the ostracods among the Maxillopoda .	complex
An Event Cache is a gathering organized and attended by geocachers .	complex
The name became popular in culture .	simple
Another example is in the proposed biosynthesis of aranotin , a naturally occurring oxepine , and its related compounds .	complex
I wish I had gotten my black belt when I was younger .	simple
Hall spent his career testing the neurological component of fly courtship and behavioral rhythms .	complex
When war broke out again in 1282 , it was entirely different .	simple
On 25 September 2017 , he was admitted to a hospital due to liver failure .	simple
When they are ready to reproduce , the adults are released from the host , and sperm from the males penetrates the bodies of the females to achieve fertilization .	complex
Hazzard died in New York City on 12 December 2016 from complications of dementia , aged 85 .	complex
I wish I could find that book .	simple
Small pieces of colored and iridescent shell have been used to create mosaics and inlays , which have been used to decorate walls , furniture and boxes .	complex
The first ever international cricket match was played between Canada and the United States , on the 24 and 25 September 1844 .	simple
Shall we start the conference now ?	simple
Non-crystalline ceramics : Non-crystalline ceramics , being glasses , tend to be formed from melts .	complex
Sometimes , the developing world is plagued by largely preventable infectious diseases , due to malnutrition and poverty .	complex
With a vertical drop of 300 m to 400 m , this is one of the more technical of the para-alpine skiing disciplines .	simple
These dates could be the king 's birthday and coronation day .	simple
The hard palate is formed before birth .	simple
Horse races take place in on Thursdays .	simple
Both cetaceans and artiodactyl are now classified under the super-order Cetartiodactyla , which includes both whales and hippopotamuses .	complex
The art of engraving on gems hardly advanced at all , limiting itself to mass -produced items that lacked originality .	complex
At the end of 2014 the population was 819 people , in 344 families .	simple
The project will also include 420 to 470 units of housing .	simple
A cache is a block of memory for storing data which is likely used again .	simple
Skiing , snowboarding and mountaineering are among the most popular sports in Switzerland .	simple
The station has been built in a modern airport style .	simple
Their small budget was another reason to use the ship for much of the storytelling .	simple
Containerization has its origins in early coal mining regions in England beginning in the late 18th century .	complex
Hedgehogs are nocturnal , but gymnures are less so .	complex
In addition , the season has won many awards during its runtime .	simple
The scientist found a petrified dinosaur tooth .	simple
Blight disappeared on April 3 , 2005 .	simple
He was n't allowed to have any alcohol .	simple
As Coordinating Minister of Strategic Sectors he was responsible for the building of several hydroelectric power plants the he had to borrowed money from Chinese banks to build .	complex
These six divisions join up again to become the three cords .	simple
I think it 's time to get you a new pair of socks .	simple
Centers often coordinate with outside programs .	simple
Polymorphism is common in nature ; it is related to biodiversity , genetic variation , and adaptation .	complex
Sit -skis are for wheelchair users or other skiers who have paraplegia .	complex
The main economic activities of the town are tourism , commerce and fishing .	simple
He looked wise in a robe .	simple
The doctor asked if he had come to yet .	simple
Sand flies are small ; a body size of about 3 mm in length is typical .	simple
s of 2011 , there are about one hundred medications in development for hepatitis C.	complex
The police saw the gate and its broken lock .	simple
Cryptobranchids are large salamanders , with large folds of skin along their flanks .	complex
Foxes and humans lived close together in ancient Japan ; this companionship gave rise to legends about the creatures .	complex
The injured people were rushed to hospital .	simple
Snow is used for some winter sport activities like skiing and sledding .	simple
Gathering was the job of the women and children .	simple
Haley wore her favorite boots .	simple
The service sector makes up most of the local economy .	simple
In modern times , 70 % to 90 % of the waters is used for human purposes and the flow is much smaller .	simple
Have you ever been to Canada 's northern territories ?	simple
Eukaryotic cells have a highly evolved process of secretion .	complex
The food is usually good there .	simple
She had beautiful , long hair .	simple
The Red Crown is often shown in texts , wall carvings and statues .	simple
Measurements made in the laboratory are essential to our understanding of the sources and sinks of pollutants and naturally occurring compounds .	simple
The largest animals eat first , while the smaller ones follow a hierarchy .	simple
They were all required to wear suits .	simple
At the 2000 United States Census , there were 297,490 people , 108,984 households and 78,359 families residing in the county .	simple
Many novels of great length do not have chapters .	simple
This version of the coat of arms is in use since 1907 .	simple
A mud volcano may be the result of a piercement structure created by a pressurized mud diapir that breaches the Earth 's surface or ocean bottom .	simple
The town is near a lake region of forests and plains .	simple
No certain dates can be assigned to this empress 's life or reign .	complex
Do your work , or you wo n't get paid .	simple
There are species on the checklist .	simple
I do n't like heavy metal music .	simple
Some moths are farmed .	simple
The divers were protected by a metal cage .	simple
Suspects have been named by law enforcement and amateur investigators , mainly led by Dave Toschi , but no conclusive evidence has surfaced .	complex
A monkey got loose in a train station .	simple
Many children picked the fruit .	simple
This breed originated in the second half of the nineteenth century in Japan .	simple
You can borrow ours , but please just be careful with it .	simple
The eleven municipalities have special status equal to the raions .	complex
The building of both bridges was difficult , with both the first and second bridges needing multiple redesigns from multiple architects .	complex
After World War II , European integration was seen as an antidote to the extreme nationalism which had devastated the continent .	complex
He is a man whom I trust .	simple
The group also had success in the United States .	simple
Is this the spot where the office is supposed to be ?	simple
Bidding documents were sent to seventeen cities in mind for hosting a WrestleMania event between 2012 and 2014 , with fourteen replying in interest .	complex
We learned to dance .	simple
New World coral snakes exist in the southern range of many temperate U.S. states .	complex
Stadium food is expensive .	simple
Given the above , one widely held view of the progression of the accounting and finance career path is that financial accounting is a stepping stone to management accounting .	complex
Some backpacks are specifically designed to carry certain items .	simple
So many high school graduates do n't know what they want to study at university .	simple
An entity whose income exceeds its expenditure can lend or invest the excess income to help that excess income produce more income in the future .	simple
The modern outdoor polo ball is made of a high-impact plastic .	simple
The first two were rarely used except by clipper ships in light winds .	simple
The unit deals with cross disciplinary water issues relating to industry and mining .	simple
One of the goals of compilers and processors designers is to use as much ILP as possible .	simple
Music Theory is examined through written papers .	simple
The city is a popular tourist destination , with an average year- round temperature of 75.5 F and 3,000 hours of sunshine per year .	simple
The tree forms a thick , corky bark .	simple
The effectiveness of the measure was questioned , since the video was available not only on YouTube , but also on other sites as part of an Internet phenomenon .	simple
Assessments of job satisfaction became commonplace in the 1930s .	complex
Naming a child after a relative , friend , or well - known person is a common practice in the English -speaking world .	simple
The album has been well received by several critics .	simple
The human vagina is an elastic , muscular canal that extends from the vulva to the cervix .	complex
The stem is the part of the word that never changes even when morphologically inflected ; a lemma is the base form of the word .	complex
Iodic acid is used to make other iodates by reacting bases with iodic acid .	complex
A place that is safe to go to is important for people in danger .	simple
Most of the coins of later series have specific commemorative topics and are usually made of precious metal .	complex
There are 3 urban communities and 111 rural communities .	simple
In the United States , about 2 % of people have chronic hepatitis C.	complex
After New Zealand ended its provinces in 1876 , they began using a county system as in other countries .	simple
Tropical Depression Two -E started on June 16 from a tropical wave .	simple
Most of the city 's 19th century houses were built of limestone mined nearby .	simple
Thandiani has excellent weather and lush greenery in the summer months , and snow-covered views and hills in the winter .	simple
Underwear is worn for many reasons .	simple
I was bored with so much rain .	simple
I always wanted to be an athlete .	simple
What kind of fabric is that ?	simple
More detail on the health of the drive may be obtained by examining the S. M. A. R. T. Attributes .	simple
The flowers are small , and plentiful .	simple
We have to change planes in New York .	simple
He needs to make it clear .	simple
They are usually light in color and have specific gravities less than 3 .	simple
Civil rights are protected by law and custom .	simple
In the United States , starting in 1996 , the show was open-captioned ; this was intended as an aid to help younger children learn to read .	simple
When a wrestler jumps forward from an elevated position and executes a mid-air backflip .	complex
The French press goes by various names around the world .	simple
With advances in medicinal chemistry , most modern antibacterials are semisynthetic modifications of various natural compounds .	complex
White is regarded by many as England 's first ecologist , and one of those who shaped the modern attitude of respect for nature .	simple
In the past , chikungunya existed mostly in developing countries .	complex
Elk meat is leaner than beef .	simple
Discussions included some issues which remained unresolved from previous summits .	simple
Other types of keels are swing keels and canting keels .	complex
That was the spot where the tree was .	simple
Phishers have sometimes used images instead of text to make it harder for anti-phishing filters to detect the text commonly used in phishing emails .	complex
It has been argued that an interstellar mission that cannot be completed within 50 years should not be started at all .	complex
I wish it could be someone else that drove the car off the bridge .	simple
On May 15 , 2006 , it was announced that the station is to be redeveloped .	simple
The schedule has changed , but it is still possible to find good classes with good teachers .	simple
The common cold is the most common human disease and people are affected all around the world .	simple
Now modern CPUs have multiple parallel execution units , referred to as scalar or superscalar design .	complex
She runs very fast .	simple
Cryptobranchids are large , fat salamanders , with folds of skin along their flanks .	complex
It will rain tonight so you should take an umbrella .	simple
In 2005 , the municipality had a total population of 15,935 .	simple
Gravitational lensing studies of the Bullet cluster are claimed to provide the best evidence to date for the existence of dark matter .	complex
It has often been noted for its complex lightcurves , which made determination of its shape and rotation somewhat difficult .	complex
The relief decoration was removed in 1945 .	simple
Gold and silver were found in the area in 1867 .	simple
Inductors are also employed in electrical transmission systems , where they are used to limit switching currents and fault currents .	complex
There have been numerous disputes over what constituted production and modified cars when used in motorsports .	simple
After mating has taken place , males perform various actions to prevent females from mating again .	simple
She hoped to find a good job at the job fair .	simple
Through his work at the Museum he became acquainted with many Egyptologists and archaeologists who visited the Museum .	complex
These mountains are a popular tourist attraction .	simple
The trustee is given legal title to the trust property , but has an obligation to act for the good of the beneficiaries .	complex
Each Indian state has its own management directorate for panchayat towns .	complex
Amateur radio operators talk to each other in many ways .	simple
The chloroplasts of glaucophytes are known as' cyanelles ' .	complex
The whole council is responsible for leading the federal administration of Switzerland , but each Councilor runs one of the seven federal ministries .	simple
Hyperbolas may be seen in many sundials .	complex
A schismatic is a person who creates or incites schism in an organization or who is a member of a splinter group .	complex
Carbon dioxide is the most significant long-lived greenhouse gas in Earth 's atmosphere .	simple
Amid tensions between Iran and the United States , the United States blamed Iran for the attacks .	complex
Venegas began playing instruments at age 10 when her parents first sent her to piano lessons .	simple
The unit deals with many water issues in industry and mining .	simple
The driver did n't know where to turn .	simple
Logarithms have many applications inside and outside mathematics .	simple
I would have done it differently if I had known .	simple
The movie was filmed from October 1991 to January 1992 .	simple
Sometimes I wish I had the power to go back in time and change some of the decisions I made .	simple
I tried to teach them to answer job interview questions successfully .	simple
Many solids react readily with reactive gases such as chlorine , iodine , oxygen or others .	complex
They were married in Rome .	simple
In November 1973 an envelope containing a lock of hair and a human ear was delivered to a daily newspaper .	simple
The two teams have never played each other before .	simple
Chemical vapor deposition is also a widely used high temperature method for the preparation of coatings and semiconductors from molecular precursors .	complex
Not all musical instruments make notes of a certain pitch .	simple
Centrioles however , are not required for the progression of mitosis .	complex
There 's not enough salt .	simple
Polderization and occasional flooding have created salt marsh meadows .	complex
If I found myself in a new city , I 'd take a tour .	simple
Other sources use minima as low as 28 kn and maxima as high as 90 kn .	simple
Corroboree frogs are the first vertebrates discovered that are able to produce their own poisonous alkaloids , as opposed to obtaining it via diet as many other frogs do .	complex
Statistics are correct as at 31 July 2008 .	simple
Reflection nebulae and emission nebulae are usually seen together and sometimes are called ' diffuse nebulae ' .	complex
Observations of atmospheric chemistry are essential to our understanding .	complex
Modern historical linguistics dates from the late 18th century .	simple
Bearded dragons do not vocalize , except to hiss softly when threatened .	complex
Some specific ministries / department are not allocated to anyone in the cabinet but the Prime Minister themself .	simple
The first records of a settlement go back to the 12th century .	simple
The genre itself was defined as a separate movement from post- punk due to its darker music accompanied by introspective and romantic lyrics .	complex
Japan Monkey Park has different species of monkeys and other entertainment .	simple
A new worker spends the first few days of its adult life caring for the queen and young .	simple
On February 14 , 2013 , there were rallies in more than 190 countries .	simple
Secondary structure refers to parts of the protein chain that form regular structures .	complex
There were multiple butterflies around the flower .	simple
U Thant died of lung cancer in New York on November 25 , 1974 .	simple
Canada is a developed country and has the tenth highest nominal per capita income globally as well as the tenth highest ranking in the Human Development Index .	complex
Theaters is the number of theaters in which the movie is being shown .	simple
The first multiracial election in which all races could vote , was held on 27 April 1994 .	complex
A point is scored when one team catches the disc in the other team 's end zone .	simple
There are not many animals in the desert , but some animals are able to survive .	simple
The door was locked , the curtains were drawn , and the newspapers were piled up in the mailbox .	simple
The belts are in the inner region of Earth 's magnetosphere .	complex
At age ten he was traveling , had boyfriends and wanted to be an actress .	simple
I do n't remember exactly what he said , but I do remember he was quite angry .	simple
A three - hour special that was aired on November 16 , 2008 marked the end of the show .	simple
Pelvis can mean the lower part of the trunk of the human body , between the abdomen and the thighs .	complex
The song has been covered by number of artists .	simple
He died on June 21 , 2014 from acute respiratory failure after being hospitalized with pneumonia , aged 88 .	complex
The walls encircling the old town remain intact , even as the city expanded and modernized , unusual for cities in the region .	complex
The river passes through mostly agricultural land .	simple
These early mammals developed many traits which were to make them well - suited for a very active lifestyle .	complex
Doctors and nurses sometimes work in war zones .	simple
The following artists achieved four or more number-one hits during the 1990s .	simple
New species have been created by domesticated animal husbandry , but the initial dates and methods are not clear .	complex
In countries where the weather is cold , underwear is one more layer of clothing that helps the wearer to keep warm .	simple
The building of both bridges was problematic , with both the first and second bridges requiring several redesigns from multiple architects .	simple
All shrews are comparatively small , most no larger than a mouse .	complex
Males of many species feed on salts from moist soil .	simple
I was called twice about it .	simple
He left early in order to get home .	simple
The fundamental objects of study in algebraic geometry are algebraic varieties , which are geometric manifestations of solutions of systems of polynomial equations .	complex
Much of the area is irrigated .	simple
The structure of a gene consists of many elements of which the actual protein coding sequence is often only a small part .	complex
Resonant loop antennas are relatively large , governed by the intended wavelength of operation .	complex
The most common criticisms were about the two -player mode , a first for the series .	simple
Tropical Depression Twenty Three -E formed from a disturbance on October 7 .	simple
The theory has been criticized and modified over the course of time .	simple
Timid and harmless to humans , the smalleye hammerhead is caught incidentally by inshore artisanal multispecies fisheries throughout its range , and marketed as food .	complex
During the Early Modern Age , Latin still was the most important language of culture in Europe .	simple
My mother calls every weekend .	simple
Modern psychiatric hospitals evolved from , and eventually replaced the older lunatic asylums .	complex
Failure to wear the rainbow jersey where required carries a penalty of 2500 to 5000 Swiss francs .	simple
The economic impact of the common cold is not well understood in much of the world .	simple
